,Date,Open,High,Low,Close,Volume
57,26-03-2015,12.92800045,12.98600006,12.64666653,12.69400024,61920000
58,27-03-2015,12.60466671,12.61933327,12.09333324,12.33333302,129073500
59,30-03-2015,12.39000034,12.8166666,12.11999989,12.70466709,151342500
60,31-03-2015,12.90200043,12.91733265,12.56066704,12.58466721,75399000
61,01-04-2015,12.57999992,12.81999969,12.40333271,12.50599957,56919000
62,02-04-2015,12.68200016,12.88199997,12.66666698,12.73333263,75156000
63,06-04-2015,13.19999981,13.85000038,13.16666698,13.53999996,186837000
64,07-04-2015,13.50066662,13.67066669,13.40933323,13.55000019,65218500
65,08-04-2015,13.88000011,14.06000042,13.7246666,13.84466743,94546500
66,09-04-2015,13.89533329,14.02466679,13.74133301,14.00599957,57003000
67,10-04-2015,13.98999977,14.10999966,13.9333334,14.06000042,61015500
68,13-04-2015,14.02933311,14.19999981,13.93666744,13.98533344,56373000
69,14-04-2015,13.9046669,13.9659996,13.69999981,13.83066654,45390000
70,15-04-2015,13.83066654,13.97266674,13.7733326,13.85533333,29286000
71,16-04-2015,13.84666729,13.94466686,13.75266743,13.77999973,24886500
72,17-04-2015,13.66600037,13.79199982,13.5666666,13.78600025,37048500
73,20-04-2015,13.78533268,13.85666656,13.59000015,13.68466663,38389500
74,21-04-2015,13.72000027,14.05000019,13.62066746,13.96066666,51487500
75,22-04-2015,14.16666698,14.79199982,14.11266708,14.62933254,117945000
76,23-04-2015,14.55133343,14.76533318,14.4766674,14.57333279,66168000
77,24-04-2015,14.69999981,14.72000027,14.5340004,14.56200027,36417000
78,27-04-2015,14.83733273,15.91666698,14.80000019,15.43666744,175089000
79,28-04-2015,15.64999962,15.69999981,15.20199966,15.3653326,91281000
80,29-04-2015,15.33666706,15.66466713,15.17533302,15.49666691,59041500
81,30-04-2015,15.35933304,15.52600002,15.01133347,15.06999969,58678500
82,01-05-2015,15.32933331,15.45133305,14.69400024,15.06866741,79225500
83,04-05-2015,15.21199989,15.64866734,15.14066696,15.36733341,66519000
84,05-05-2015,15.850667,15.96666718,15.2753334,15.52999973,86953500
85,06-05-2015,15.60666656,15.63133335,15.21333313,15.36200047,79063500
86,07-05-2015,14.73333263,15.83199978,14.6833334,15.78666687,141838500
87,08-05-2015,15.73266697,15.89400005,15.57999992,15.77400017,70023000
88,11-05-2015,15.75266743,16.19199944,15.68733311,15.9659996,85084500
89,12-05-2015,16.00733376,16.42333221,15.87933254,16.31599998,95451000
90,13-05-2015,16.50733376,16.55333328,16.14999962,16.21199989,81603000
91,14-05-2015,16.32133293,16.32600021,16.08333206,16.2733326,43438500
92,15-05-2015,16.26199913,16.62666702,16.16666794,16.58933258,67914000
93,18-05-2015,16.46666718,16.65999985,16.39999962,16.58333206,50298000
94,19-05-2015,16.56200027,16.73333359,16.40999985,16.47599983,55113000
95,20-05-2015,16.47533226,16.51600075,16.09133339,16.29000092,56334000
96,21-05-2015,16.20199966,16.44133377,16.15733337,16.37466621,29559000
97,22-05-2015,16.35866737,16.57333374,16.33399963,16.51533318,33346500
98,26-05-2015,16.51199913,16.79999924,16.43333244,16.49733353,52480500
99,27-05-2015,16.56733322,16.63333321,16.37000084,16.49533272,51123000
100,28-05-2015,16.46866608,16.78666687,16.33666611,16.76333237,54709500
101,29-05-2015,16.73333359,16.8579998,16.62866783,16.71999931,56839500
102,01-06-2015,16.7606678,16.7733326,16.49799919,16.62999916,37576500
103,02-06-2015,16.59466743,16.62666702,16.42000008,16.55666733,32022000
104,03-06-2015,16.5466671,16.71466637,16.46733284,16.59933281,26722500
105,04-06-2015,16.5,16.62000084,16.38066673,16.39466667,36804000
106,05-06-2015,16.39999962,16.64666748,16.37866783,16.60933304,45330000
107,08-06-2015,16.72333336,17.25,16.68733215,17.08600044,75255000
108,09-06-2015,17.02666664,17.18266678,16.94266701,17.06666756,39166500
109,10-06-2015,16.79333305,16.93333244,16.56666756,16.71333313,51817500
110,11-06-2015,16.88400078,16.95800018,16.69533348,16.7606678,30661500
111,12-06-2015,16.68066788,16.89733315,16.68066788,16.71266747,21334500
112,15-06-2015,16.64666748,16.75200081,16.40066719,16.69199944,32793000
113,16-06-2015,16.67533302,16.89599991,16.60666656,16.87466621,29770500
114,17-06-2015,16.8113327,17.62400055,16.80133247,17.36066628,82693500
115,18-06-2015,17.46666718,17.56399918,17.33466721,17.45933342,41740500
116,19-06-2015,17.49333382,17.58666611,17.34000015,17.50066757,36945000
117,22-06-2015,17.4766674,17.62666702,17.04599953,17.31933212,68416500
118,23-06-2015,17.35466766,17.86666679,17.23800087,17.84466743,58062000
119,24-06-2015,17.79866791,17.82333374,17.58133316,17.6779995,36184500
120,25-06-2015,17.76333237,18.09399986,17.68333244,17.9193325,42738000
121,26-06-2015,17.9260006,17.9406662,17.73333359,17.80599976,57576000
122,29-06-2015,17.46333313,17.72999954,17.37999916,17.46800041,52183500
123,30-06-2015,17.65333366,18.0613327,17.60000038,17.88400078,46303500
124,01-07-2015,18.0739994,18.17466736,17.85666656,17.94333267,31518000
125,02-07-2015,18.68000031,18.82999992,18.22066689,18.66799927,107458500
126,06-07-2015,18.59199905,18.77933311,18.42000008,18.64800072,61828500
127,07-07-2015,18.33333206,18.34666634,17.38466644,17.85866737,91576500
128,08-07-2015,17.28800011,17.38666725,16.95400047,16.99733353,93316500
129,09-07-2015,17.27199936,17.53000069,17.11933327,17.19466782,50011500
130,10-07-2015,17.48133278,17.53333282,17.18799973,17.27666664,39163500
131,13-07-2015,17.48333359,17.50333214,17.06999969,17.47733307,44404500
132,14-07-2015,17.47333336,17.73266792,17.36733246,17.70999908,28614000
133,15-07-2015,17.78266716,17.8326664,17.47200012,17.54266739,30324000
134,16-07-2015,17.61466789,17.81333351,17.54400063,17.77866745,24240000
135,17-07-2015,18.16666794,18.36933327,17.88333321,18.31066704,75061500
136,20-07-2015,18.33333206,19.11000061,18.1693325,18.81733322,74677500
137,21-07-2015,18.00333214,18.23333359,17.77000046,17.78466606,91630500
138,22-07-2015,17.41799927,17.96266747,17.39066696,17.8579998,46575000
139,23-07-2015,17.9766674,17.99333382,17.68466759,17.81333351,33408000
140,24-07-2015,17.82533264,18.07266617,17.59466743,17.69400024,42547500
141,27-07-2015,17.49533272,17.62866783,16.71933365,16.86733246,70413000
142,28-07-2015,17.04999924,17.69333267,16.78933334,17.6546669,58437000
143,29-07-2015,17.61800003,17.85933304,17.46666718,17.58799934,41851500
144,30-07-2015,17.5126667,17.79599953,17.47400093,17.7859993,30519000
145,31-07-2015,17.84000015,17.95733261,17.67466736,17.74333382,33339000
146,03-08-2015,17.75266647,17.78066635,17.13800049,17.3326664,38302500
147,04-08-2015,17.33399963,17.78133392,17.22266769,17.75200081,35287500
148,05-08-2015,17.5720005,18.06666756,17.36000061,18.00866699,93214500
149,06-08-2015,16.63599968,17,15.74133301,16.40866661,219357000
150,07-08-2015,16.23866653,16.24866676,15.89266682,16.1673336,76101000
151,10-08-2015,15.87666702,16.19799995,15.73666668,16.07600021,62788500
152,11-08-2015,15.81000042,15.9533329,15.62933254,15.82466698,63973500
153,12-08-2015,15.66666698,15.98466682,15.51599979,15.87800026,55920000
154,13-08-2015,15.99066734,16.43199921,15.94133282,16.1673336,70338000
155,14-08-2015,16.48266792,16.52866745,16.11800003,16.20999908,65472000
156,17-08-2015,17.03733253,17.1060009,16.70066643,16.99933243,107650500
157,18-08-2015,17.0253334,17.39666748,16.90399933,17.3813324,62925000
158,19-08-2015,17.35533333,17.37666702,17.00133324,17.01666641,54064500
159,20-08-2015,16.80400085,16.97066689,16.12666702,16.14533234,73587000
160,21-08-2015,15.73333263,16.25333214,15.36733341,15.3846674,98853000
161,24-08-2015,13.51933289,15.42666721,13,14.59133339,143724000
162,25-08-2015,15.36800003,15.39333344,14.6079998,14.66866684,64909500
163,26-08-2015,15.19533253,15.19999981,14.36733341,14.98933315,74445000
164,27-08-2015,15.39999962,16.31666756,15.38733292,16.19933319,114840000
165,28-08-2015,16.12400055,16.76333237,16.10466766,16.56533241,82705500
166,31-08-2015,16.37466621,16.99666786,16.36733246,16.60400009,70503000
167,01-09-2015,16.02266693,16.39999962,15.79800034,15.90866661,81822000
168,02-09-2015,16.35333252,16.5253334,15.98533344,16.5126667,69438000
169,03-09-2015,16.80400085,16.80533218,16.33333206,16.37133217,62922000
170,04-09-2015,16.0593338,16.27266693,15.88000011,16.12866783,55338000
171,08-09-2015,16.33666611,16.61066628,16.27000046,16.54466629,47073000
172,09-09-2015,16.80333328,16.95000076,16.55333328,16.59399986,50862000
173,10-09-2015,16.48200035,16.71466637,16.35533333,16.56533241,40635000
174,11-09-2015,16.50933266,16.68266678,16.31533241,16.68266678,35262000
175,14-09-2015,16.73999977,16.95000076,16.64466667,16.8793335,43363500
176,15-09-2015,16.85000038,16.97333336,16.63333321,16.9046669,44002500
177,16-09-2015,16.86933327,17.5253334,16.85866737,17.48333359,66256500
178,17-09-2015,17.59733391,17.70000076,17.3793335,17.47133255,53787000
179,18-09-2015,17.19733238,17.58799934,17.16666794,17.37466621,56446500
180,21-09-2015,17.59866714,18.10466766,17.05333328,17.61333275,91803000
181,22-09-2015,17.26866722,17.51000023,17.05800056,17.39599991,54966000
182,23-09-2015,17.46333313,17.47200012,17.17200089,17.40399933,39012000
183,24-09-2015,17.30200005,17.56333351,17.0806675,17.54133224,51723000
184,25-09-2015,17.77400017,17.79400063,17.07666779,17.12733269,56601000
185,28-09-2015,17.15666771,17.31933212,16.4406662,16.56200027,73516500
186,29-09-2015,16.69733238,16.98200035,16.36400032,16.44333267,55548000
187,30-09-2015,16.79999924,16.82666779,16.15600014,16.55999947,73944000
188,01-10-2015,16.50066757,16.56666756,15.80866718,15.99199963,68595000
189,02-10-2015,15.70666695,16.51333237,15.6619997,16.50466728,66360000
190,05-10-2015,16.58933258,16.65600014,16.2753334,16.40999985,55348500
191,06-10-2015,16,16.20199966,15.70533276,16.09733391,78378000
192,07-10-2015,15.7753334,15.84666729,15.27466679,15.46399975,102210000
193,08-10-2015,15.33866692,15.38133335,14.75399971,15.11466694,91998000
194,09-10-2015,14.72866726,14.95800018,14.55733299,14.71266747,92376000
195,12-10-2015,14.86600018,14.86666679,14.35133266,14.37199974,57544500
196,13-10-2015,14.21866703,14.83466721,14.07533264,14.61666679,77572500
197,14-10-2015,14.71133327,14.72999954,14.36200047,14.4586668,46566000
198,15-10-2015,14.42866707,14.78199959,14.24666691,14.75399971,42663000
199,16-10-2015,14.86933327,15.3653326,14.8579998,15.13399982,65017500
200,19-10-2015,15.10000038,15.40999985,14.99600029,15.20666695,37618500
201,20-10-2015,15.18133259,15.23999977,13.46666718,14.20199966,223500000
202,21-10-2015,14.13266659,14.32066727,13.92000008,14.00599957,62272500
203,22-10-2015,14.10400009,14.38333321,13.96000004,14.11466694,42378000
204,23-10-2015,14.33333302,14.35666656,13.84599972,13.93933296,63532500
205,26-10-2015,14.09200001,14.3920002,14,14.350667,50871000
206,27-10-2015,14.32266712,14.47333336,13.83399963,14.0233326,52791000
207,28-10-2015,14.08733273,14.22999954,13.88666725,14.19733334,40929000
208,29-10-2015,14.11666679,14.25,14.04266739,14.10866737,27075000
209,30-10-2015,14.02666664,14.10866737,13.59266663,13.79533291,66583500
210,02-11-2015,13.92800045,14.38666725,13.81466675,14.25266743,58918500
211,03-11-2015,14.25666714,14.29599953,13.85000038,13.89000034,124987500
212,04-11-2015,15.13333321,15.51599979,15.01333332,15.44200039,190896000
213,05-11-2015,15.37199974,15.63866711,15.27933311,15.45133305,67452000
214,06-11-2015,15.38000011,15.55733299,15.30000019,15.49066734,36679500
215,09-11-2015,15.53266716,15.53266716,14.95400047,15.02200031,57763500
216,10-11-2015,14.89866734,14.91333294,14.40533257,14.4333334,69255000
217,11-11-2015,14.51799965,14.63199997,14.24199963,14.60533333,50217000
218,12-11-2015,14.5233326,14.60000038,14.17733288,14.1960001,43738500
219,13-11-2015,14.19666672,14.19933319,13.76799965,13.81266689,51454500
220,16-11-2015,13.73933315,14.33199978,13.72000027,14.28733253,43881000
221,17-11-2015,14.34666729,14.39999962,14.09333324,14.26666737,32230500
222,18-11-2015,14.30000019,14.75866699,14.16800022,14.73799992,42178500
223,19-11-2015,14.70266724,15.07933331,14.68666744,14.78666687,37566000
224,20-11-2015,14.899333,15,14.23866653,14.66733265,66010500
225,23-11-2015,14.48999977,14.61200047,14.31200027,14.51666737,37893000
226,24-11-2015,14.3579998,14.73333263,14.33333302,14.55000019,37204500
227,25-11-2015,14.75599957,15.38866711,14.69200039,15.30933285,59862000
228,27-11-2015,15.40400028,15.48333263,15.13399982,15.44066715,29241000
229,30-11-2015,15.45266724,15.61866665,15.27200031,15.350667,39897000
230,01-12-2015,15.40400028,15.86666679,15.40333271,15.81266689,56010000
231,02-12-2015,15.80000019,15.90666676,15.41533279,15.4659996,44722500
232,03-12-2015,15.69866657,15.82999992,15.33333302,15.51399994,44094000
233,04-12-2015,15.49733257,15.55133343,15.17733288,15.35866737,38604000
234,07-12-2015,15.18000031,15.7086668,15.07666683,15.40866661,47163000
235,08-12-2015,15.16800022,15.25333309,14.94666672,15.11466694,40314000
236,09-12-2015,15.11333275,15.16666698,14.71466732,14.96800041,45867000
237,10-12-2015,14.98066711,15.23266697,14.90933323,15.13799953,31075500
238,11-12-2015,15.01599979,15.05000019,14.44266701,14.46800041,49030500
239,14-12-2015,14.50066662,14.72799969,14.32466698,14.57199955,42406500
240,15-12-2015,14.78800011,14.81466675,14.53333282,14.73933315,33666000
241,16-12-2015,14.80666733,15.65866661,14.71533298,15.63399982,76564500
242,17-12-2015,15.59599972,15.850667,15.32066727,15.55933285,49479000
243,18-12-2015,15.52600002,15.7266674,15.28600025,15.36400032,45213000
244,21-12-2015,15.4460001,15.72200012,15.40533257,15.50399971,29298000
245,22-12-2015,15.66600037,15.77000046,15.30866718,15.32999992,29422500
246,23-12-2015,15.47866726,15.56333256,15.2086668,15.31333256,23325000
247,24-12-2015,15.37066746,15.4586668,15.21866703,15.37133312,10620000
248,28-12-2015,15.43266678,15.46533298,15.03600025,15.26333332,28519500
249,29-12-2015,15.33733273,15.84799957,15.30333328,15.81266689,36094500
250,30-12-2015,15.7733326,16.24200058,15.71133327,15.87266731,55468500
251,31-12-2015,15.90066719,16.22999954,15.89133263,16.00066757,40725000
252,04-01-2016,15.38133335,15.42533302,14.60000038,14.89400005,102406500
253,05-01-2016,15.09066677,15.1260004,14.66666698,14.89533329,47802000
254,06-01-2016,14.66666698,14.67000008,14.39866734,14.60266685,56686500
255,07-01-2016,14.27933311,14.56266689,14.24466705,14.37666702,53314500
256,08-01-2016,14.52400017,14.6960001,14.05133343,14.0666666,54421500
257,11-01-2016,14.26733303,14.2966671,13.53333282,13.85666656,61371000
258,12-01-2016,14.10666656,14.24933338,13.68733311,13.99800014,46378500
259,13-01-2016,14.13399982,14.17666721,13.33333302,13.35400009,61896000
260,14-01-2016,13.48066711,14,12.8920002,13.74533272,97360500
261,15-01-2016,13.26466656,13.67133331,13.14999962,13.66600037,83679000
262,19-01-2016,13.91399956,14.03133297,13.38533306,13.64799976,60580500
263,20-01-2016,13.29333305,13.41866684,12.75,13.24666691,87579000
264,21-01-2016,13.43666744,13.54866695,13.00133324,13.33133316,47493000
265,22-01-2016,13.65333271,13.69999981,13.26866722,13.50333309,46861500
266,25-01-2016,13.33733273,13.57133293,13.05866718,13.09200001,40480500
267,26-01-2016,13.11333275,13.18799973,12.59200001,12.90400028,74463000
268,27-01-2016,12.82533264,12.88399982,12.3846674,12.53800011,54258000
269,28-01-2016,12.7193327,12.75199986,12.16066742,12.64666653,68892000
270,29-01-2016,12.66333294,12.91600037,12.53866673,12.74666691,42784500
271,01-02-2016,12.58399963,13.30133343,12.1833334,13.12933254,79464000
272,02-02-2016,12.82800007,12.87466717,12.01533318,12.18533325,86604000
273,03-02-2016,12.23933315,12.2626667,11.3453331,11.56533337,118971000
274,04-02-2016,11.38000011,11.73200035,11.13266659,11.6886673,65781000
275,05-02-2016,11.42000008,11.53333282,10.51599979,10.84000015,141564000
276,08-02-2016,10.47333336,10.4766674,9.733332634,9.866000175,139695000
277,09-02-2016,9.487999916,10.65266705,9.40333271,9.883333206,129774000
278,10-02-2016,10.03333282,10.33133316,9.449333191,9.578000069,156097500
279,11-02-2016,10.13333321,10.88399982,9.800000191,10.03133297,213786000
280,12-02-2016,10.33333302,10.46733284,9.579999924,10.06933308,108537000
281,16-02-2016,10.57999992,10.86333275,10.27400017,10.34466743,83907000
282,17-02-2016,10.60000038,11.28933334,10.44533253,11.24533272,87378000
283,18-02-2016,11.49466705,11.52999973,10.98466682,11.11800003,58314000
284,19-02-2016,10.91066742,11.16600037,10.83333302,11.10533333,44391000
285,22-02-2016,11.34133339,11.92733288,11.32333279,11.84933281,75901500
286,23-02-2016,11.74400043,12.1153326,11.57866669,11.81400013,89766000
287,24-02-2016,11.51666737,11.96666718,11.18933296,11.9333334,80934000
288,25-02-2016,11.90999985,12.56799984,11.68000031,12.49533272,86260500
289,26-02-2016,12.57999992,12.80000019,12.33333302,12.68933296,90976500
290,29-02-2016,12.82666683,13.09000015,12.61466694,12.79533291,67485000
291,01-03-2016,12.94999981,13.06333256,12.18000031,12.42333317,100683000
292,02-03-2016,12.24866676,12.56799984,12.10000038,12.55599976,72936000
293,03-03-2016,12.55200005,13.16133308,12.28133297,13.04933262,72435000
294,04-03-2016,13.19999981,13.60200024,13.16666698,13.40266705,97336500
295,07-03-2016,13.17866707,13.97999954,13.15999985,13.68599987,79941000
296,08-03-2016,13.5666666,13.83333302,13.47999954,13.50666714,62680500
297,09-03-2016,13.6346674,13.95800018,13.51933289,13.91466713,48129000
298,10-03-2016,14,14.2193327,13.37800026,13.67866707,77887500
299,11-03-2016,13.86200047,13.96133327,13.6886673,13.83333302,50146500
300,14-03-2016,14.17666721,14.44799995,14.04266739,14.34333324,60985500
301,15-03-2016,14.28466702,14.59799957,14.10000038,14.55599976,47707500
302,16-03-2016,14.53333282,14.83866692,14.46800041,14.79533291,52750500
303,17-03-2016,14.76466656,15.23333263,14.66666698,15.09200001,56743500
304,18-03-2016,15.2733326,15.63199997,15.20400047,15.51599979,70677000
305,21-03-2016,15.68933296,15.99199963,15.66666698,15.88799953,79617000
306,22-03-2016,15.81400013,15.93266678,15.50399971,15.61600018,64740000
307,23-03-2016,15.49133301,15.64866734,14.80200005,14.83866692,74232000
308,24-03-2016,14.38533306,15.25933266,14.33333302,15.1833334,74413500
309,28-03-2016,15.44066715,15.65400028,15,15.350667,58885500
310,29-03-2016,15.32600021,15.49199963,15.02200031,15.34200001,60214500
311,30-03-2016,15.67266655,15.69999981,15.10000038,15.1260004,60495000
312,31-03-2016,15.28933334,15.82800007,15.00066662,15.31799984,120193500
313,01-04-2016,16.3220005,16.52666664,15.55000019,15.83933258,239962500
314,04-04-2016,16.6079998,16.80800056,16.24266624,16.4659996,202129500
315,05-04-2016,16.03333282,17.10400009,16,17.03133392,149230500
316,06-04-2016,16.93133354,17.84933281,16.89666748,17.69466782,175582500
317,07-04-2016,17.76333237,17.95599937,16.96733284,17.14666748,132843000
318,08-04-2016,17.36666679,17.38800049,16.53466606,16.67133331,110458500
319,11-04-2016,16.73333359,17.26600075,16.35333252,16.66133308,137425500
320,12-04-2016,16.63333321,16.78666687,16.24200058,16.52133369,86448000
321,13-04-2016,16.56733322,17.03333282,16.48866653,16.96866608,73884000
322,14-04-2016,16.86666679,17.12266731,16.73666763,16.79066658,61983000
323,15-04-2016,16.75399971,16.97333336,16.6079998,16.96733284,56286000
324,18-04-2016,16.81533241,17.22066689,16.77733231,16.92533302,64071000
325,19-04-2016,16.87466621,16.95800018,16.08333206,16.49133301,95362500
326,20-04-2016,16.4173336,16.91066742,16.10000038,16.66466713,77911500
327,21-04-2016,16.59933281,16.7266674,16.46066666,16.55266762,41746500
328,22-04-2016,16.59266663,16.93333244,16.38066673,16.91666794,56794500
329,25-04-2016,16.86733246,17.15866661,16.71733284,16.78800011,55054500
330,26-04-2016,16.80333328,17.04866791,16.62599945,16.91600037,48357000
331,27-04-2016,16.85000038,17,16.62666702,16.76466751,48087000
332,28-04-2016,16.65666771,16.89533234,16.49600029,16.51399994,37785000
333,29-04-2016,16.54266739,16.56200027,15.85400009,16.05066681,81207000
334,02-05-2016,16.10000038,16.21266747,15.6546669,16.12000084,57658500
335,03-05-2016,15.82400036,15.92733288,15.44133282,15.48799992,64533000
336,04-05-2016,15.35266685,15.63066673,14.69333267,14.83733273,130507500
337,05-05-2016,15.23066711,15.2426672,13.98600006,14.10200024,168822000
338,06-05-2016,14.05799961,14.42466736,13.8739996,14.32866669,85278000
339,09-05-2016,14.38133335,14.40999985,13.78666687,13.92800045,71646000
340,10-05-2016,13.83666706,13.96466732,13.66666698,13.91266727,61059000
341,11-05-2016,13.83933258,14.3653326,13.73666668,13.93066692,77428500
342,12-05-2016,14.09599972,14.11133289,13.57733345,13.81866741,54757500
343,13-05-2016,13.85200024,14.07999992,13.77999973,13.84066677,42342000
344,16-05-2016,13.87666702,14.21000004,13.86133289,13.88599968,44241000
345,17-05-2016,13.93666744,13.98799992,13.60133266,13.64400005,42654000
346,18-05-2016,13.94333267,14.35400009,13.85000038,14.07800007,84262500
347,19-05-2016,14.24133301,14.45266724,13.81999969,14.34733295,102994500
348,20-05-2016,14.4659996,14.7033329,14.42333317,14.68533325,135106500
349,23-05-2016,14.65799999,14.84000015,14.39066696,14.41466713,76537500
350,24-05-2016,14.43999958,14.58266735,14.3453331,14.52733326,45207000
351,25-05-2016,14.52733326,14.7573328,14.43400002,14.63866711,46902000
352,26-05-2016,14.69999981,15.01733303,14.60333347,15.00800037,61086000
353,27-05-2016,14.99933338,15.06200027,14.71666718,14.86933327,54754500
354,31-05-2016,14.86933327,14.98333263,14.76666737,14.88199997,41835000
355,01-06-2016,14.76533318,14.82666683,14.45933342,14.63733292,44740500
356,02-06-2016,14.63933277,14.66066742,14.47399998,14.59733295,30492000
357,03-06-2016,14.66666698,14.79599953,14.5340004,14.59933281,33435000
358,06-06-2016,14.53333282,14.7266674,14.36333275,14.71199989,33742500
359,07-06-2016,14.81599998,15.62933254,14.76799965,15.48933315,93204000
360,08-06-2016,15.58666706,16.05666733,15.5073328,15.70133305,89580000
361,09-06-2016,15.66533279,15.6886673,15.13733292,15.29066658,67381500
362,10-06-2016,15.15933323,15.19799995,14.5613327,14.58600044,90399000
363,13-06-2016,14.63333321,15.05133343,14.51066685,14.52466679,62895000
364,14-06-2016,14.59200001,14.81333256,14.16866684,14.33066654,53703000
365,15-06-2016,14.46333313,14.79333305,14.34200001,14.51333332,43627500
366,16-06-2016,14.49466705,14.53600025,14.23333263,14.52866745,36604500
367,17-06-2016,14.52066708,14.66600037,14.30000019,14.36466694,46689000
368,20-06-2016,14.63333321,14.91666698,14.54866695,14.64666653,53332500
369,21-06-2016,14.71199989,14.8380003,14.58733273,14.64066696,67935000
370,22-06-2016,13.29800034,13.72999954,13.05000019,13.11066723,356136000
371,23-06-2016,13.04599953,13.17000008,12.80866718,13.09333324,151960500
372,24-06-2016,12.67000008,13.00800037,12.64866734,12.87666702,105397500
373,27-06-2016,12.72399998,13.25399971,12.52466679,13.23666668,108081000
374,28-06-2016,13.45933342,13.60333347,13.29399967,13.45266724,93186000
375,29-06-2016,13.67533302,14.11866665,13.53333282,14.0126667,89923500
376,30-06-2016,14.19799995,14.23333263,13.93466663,14.15200043,72646500
377,01-07-2016,13.7426672,14.54933262,13.73333263,14.4333334,81000000
